,id,name,symbol,num_market_pairs,date_added,circulating_supply,total_supply,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,time_stamp
13,1831,Bitcoin Cash,BCH,713,2017-07-23T00:00:00.000Z,19439331.25,19439331.25,14,2023-07-04T11:11:00.000Z,283.8139076176081,743848753.7592186,-10.4013,-0.28005513,-3.54937198,24.86169884,143.54233255,139.54007635,119.97272836,5517152563.535583,0.454,5960092059.97,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
14,3717,Wrapped Bitcoin,WBTC,1275,2019-01-30T00:00:00.000Z,157076.44645054,157076.44645054,15,2023-07-04T11:11:00.000Z,31042.476047743403,145445839.07707405,11.8011,0.04199737,1.23570082,1.63290626,13.9697167,6.5742359,8.68811063,4876041826.605537,0.4013,4876041826.61,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
15,11419,Toncoin,TON,115,2021-08-26T13:40:22.000Z,3431892087.62,5047558528.0,16,2023-07-04T11:11:00.000Z,1.4050555722010265,7582927.48592363,-21.6728,-0.20706882,-2.06693292,-3.65170918,-19.11257035,-32.85400805,-39.38515434,4821999100.903094,0.3968,7092100235.78,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
16,4943,Dai,DAI,2415,2019-11-22T00:00:00.000Z,4648846476.598393,4648846476.598393,17,2023-07-04T11:11:00.000Z,0.9998034703487617,183114420.97971407,71.2999,0.01600306,-0.00868502,0.00234773,-0.01036554,-0.03884597,0.01337925,4647932840.421687,0.3825,4647932840.42,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
17,5805,Avalanche,AVAX,455,2020-07-13T00:00:00.000Z,345645114.23020005,432364564.23020005,18,2023-07-04T11:11:00.000Z,13.202579494281684,149572347.48269567,-9.0882,0.05590522,-0.50524639,-1.06090332,-10.49792294,-22.66541873,-27.55130726,4563407097.43429,0.3755,9505857235.88,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
18,5994,Shiba Inu,SHIB,546,2020-08-01T00:00:00.000Z,589347916014481.1,589590013706694.8,19,2023-07-04T11:11:00.000Z,7.67749778406461e-06,115375183.62318116,4.8823,-0.14898183,-0.43684757,0.89027827,-11.46117625,-22.56880669,-32.38480544,4524717319.244275,0.3724,4526576023.74,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
19,4687,Binance USD,BUSD,6978,2019-09-20T00:00:00.000Z,4126370286.819097,4126370286.819097,20,2023-07-04T11:11:00.000Z,1.000114238619517,2610829955.7574577,11.8712,0.01198077,0.00735242,0.02653546,8.197e-05,-0.04113964,0.02711041,4126841677.664279,0.3396,4126841677.66,2023-07-04T11:11:00.000Z,2023-07-04 11:12:53.569818+00:00
0,1,Bitcoin,BTC,10273,2010-07-13T00:00:00.000Z,19419550.0,19419550.0,1,2023-07-04T11:12:00.000Z,31014.628817814002,16237641635.119204,37.5755,-0.06659466,1.20659793,1.4141076,13.87781331,6.49298408,8.88141154,602290135058.9799,49.5668,651307205174.09,2023-07-04T11:12:00.000Z,2023-07-04 11:13:55.579426+00:00
1,1027,Ethereum,ETH,7064,2015-08-07T00:00:00.000Z,120219082.75728613,120219082.75728613,2,2023-07-04T11:12:00.000Z,1957.0862882687313,6987396602.549324,-10.5891,0.02291649,-0.23374809,4.16968049,2.69225064,2.73250249,2.3376652,235279118452.52856,19.3628,235279118452.53,2023-07-04T11:12:00.000Z,2023-07-04 11:13:55.579426+00:00
2,825,Tether,USDT,56172,2015-02-25T00:00:00.000Z,83352722599.90813,85733529362.29857,3,2023-07-04T11:12:00.000Z,1.0001372012923728,25295393197.990604,12.3589,0.00061558,0.03100722,0.03230286,-0.00882525,-0.03908032,0.00734615,83364158701.17163,6.8606,85745292113.33,2023-07-04T11:12:00.000Z,2023-07-04 11:13:55.579426+00:00
